Bicicleta_ID,Pila,Carga,Emisiones,DPila,DEmisiones,Latitud,Longitud,Tick,Timestamp,Prioridad_GP_Score
0,64.58016689150458,8,39.30259815642872,-1.2857323995192205,0.5274988893663042,25.626244206839736,-100.26933767525253,1,2026-06-12 01:12:26.137237,-0.0007309448147099421
1,80.8704367750851,8,24.174026653633174,-2.760880437605454,0.8113505404908435,25.676866314915063,-100.24433170134954,1,2026-06-12 01:12:26.137237,-0.0020847635581741986
2,47.5289012356646,9,11.979042056332569,-2.1572457030751453,1.3109969401966217,25.641865626952107,-100.21890944529791,1,2026-06-12 01:12:26.137237,-0.0009876612442006859
3,80.35172235055322,9,25.653740163117256,-0.2846269164343367,1.3038972772188564,25.62226808220132,-100.29219956507211,1,2026-06-12 01:12:26.137237,-0.00012939009243946248
4,54.785322641730815,6,28.66344294471816,-1.761426910274386,1.1769724811424267,25.61548723643763,-100.29657550472022,1,2026-06-12 01:12:26.137237,-0.014166102814955837
5,84.10626134279198,2,24.692522929566852,-1.815093076866733,0.13815788545526436,25.630979611360754,-100.2823478511096,1,2026-06-12 01:12:26.137237,-0.2820402842989273
6,50.87719565644463,6,46.89645097011322,-2.5818167273952506,0.7638493548654652,25.626452075193058,-100.23939786181438,1,2026-06-12 01:12:26.137237,-0.013737068967335779
7,47.320687196938195,7,16.911695270153473,-0.3172869332528063,1.2098047128097384,25.689964887714726,-100.27315332392564,1,2026-06-12 01:12:26.137237,-0.0009700683262822979
8,50.873874336989445,2,30.13455019975099,-2.2494073788531557,0.5893421496350503,25.666683596021045,-100.26723876036345,1,2026-06-12 01:12:26.137237,-0.5488165446776518
9,97.59645170408564,12,8.03793275788152,-1.7816074375001472,0.18590325749785452,25.604221504857836,-100.276392275046,1,2026-06-12 01:12:26.137237,-8.08848525268273e-05
10,37.60743689393247,2,20.571522028257178,-1.5450467606861469,0.3115009746746221,25.61127091190776,-100.29323082415908,1,2026-06-12 01:12:26.137237,-0.2855195289445927
11,99.15864789013578,6,17.038509608023205,-2.3763731844901868,1.24879289342146,25.64747888105237,-100.23069048399108,1,2026-06-12 01:12:26.137237,-0.020534853757264653
12,74.58400323754066,4,18.97800592196574,-1.7674445956564238,1.412100324461829,25.652437325947876,-100.2582743021059,1,2026-06-12 01:12:26.137237,-0.13287254700608953
13,84.51969016186749,11,29.465231313548273,-1.7486273749027545,1.4239298972693333,25.6863348713674,-100.23263134206266,1,2026-06-12 01:12:26.137237,-0.0001213005776624883
14,90.3337345732446,11,30.33156927720735,-0.6430886145522647,0.5928754449116235,25.616738357754745,-100.2690163597305,1,2026-06-12 01:12:26.137237,-2.9196177931726512e-05
15,73.67060322258932,1,13.425443451120488,-0.16481605746060568,0.22036664895043795,25.696177874409862,-100.21047411169535,1,2026-06-12 01:12:26.137237,-0.07558037788622528
16,60.598804580714884,13,34.317599088947475,-1.4328377879394723,0.5538577968520586,25.682585161105973,-100.25307709314725,1,2026-06-12 01:12:26.137237,-6.50507349334862e-05
17,47.48227356613075,11,25.30256458051938,-0.4001940002267279,0.30454088410242186,25.670560050235217,-100.2318680634857,1,2026-06-12 01:12:26.137237,-1.816877950166129e-05
18,70.05785450181348,7,30.751814150075386,-2.3908509427971505,0.3570909631851701,25.619731645197163,-100.22096739220264,1,2026-06-12 01:12:26.137237,-0.003115830057200798
19,75.94786942027886,13,6.678413418471214,-0.3296626027004681,0.528354145122246,25.64441123210487,-100.24959852620003,1,2026-06-12 01:12:26.137237,-1.49666590079192e-05
20,41.62131776756524,0,31.731865807828104,-1.392797550078253,0.7923185381142795,25.694649569407407,-100.28258021504881,1,2026-06-12 01:12:26.137237,-3.0760087264731504
21,82.37495332783418,5,13.991426972516287,-2.332637349446917,0.47387642615186387,25.631276410273184,-100.27378812163852,1,2026-06-12 01:12:26.137237,-0.025245078913668006
22,68.93588093291825,8,18.207387824674395,-2.781539889596212,0.5603631701224823,25.613575227733207,-100.27774315478764,1,2026-06-12 01:12:26.137237,-0.0016341505704533027
23,94.44815636602951,5,12.127141651277551,-0.4553940718215346,0.24594529100310805,25.62470147995468,-100.2418818438173,1,2026-06-12 01:12:26.137237,-0.0039239877780351765
24,50.16372352678948,8,15.989825076541987,-0.923288733611964,1.4398863171794354,25.66626574483274,-100.2926624417743,1,2026-06-12 01:12:26.137237,-0.0013071227186010948
25,70.40507214087303,11,47.21864444469732,-1.6351737486294218,1.1933198868857313,25.6887105444205,-100.2532063976176,1,2026-06-12 01:12:26.137237,-9.006931241116041e-05
26,84.60145035522025,13,35.73992238113346,-2.998007958021897,1.2255702736445244,25.672697079954233,-100.26612149384145,1,2026-06-12 01:12:26.137237,-0.00013610935072156473
27,36.13384849890464,8,39.067791474252765,-2.1385890952179736,0.36512680975781464,25.659410956929882,-100.2432397474442,1,2026-06-12 01:12:26.137237,-0.0010335798915001868
28,30.03373926352543,4,49.0092575489541,-1.24057216788669,0.13166586404334402,25.616672278114212,-100.25189273698993,1,2026-06-12 01:12:26.137237,-0.025919454919777696
29,61.409478021377744,2,33.9199753407554,-0.8550175539124996,0.40621555894812966,25.668646619467694,-100.20671401444483,1,2026-06-12 01:12:26.137237,-0.17370136968529085
30,86.91950366172043,10,45.76750417202919,-2.763494967859795,0.17293152421842967,25.651026335722435,-100.2705335774104,1,2026-06-12 01:12:26.137237,-0.00014914787352117694
31,91.96430952037213,7,6.731875250696933,-1.5552297444496785,0.48817416261814883,25.63848211069479,-100.25694014923796,1,2026-06-12 01:12:26.137237,-0.0023107051136139947
32,99.02940465013384,0,40.83003636541468,-1.9425483772164582,0.985395809255734,25.613404633376817,-100.28290668018741,1,2026-06-12 01:12:26.137237,-5.203838450421264
33,45.86123303786023,1,7.083429747351986,-2.5080217297605247,1.1139322343060918,25.69250267544133,-100.26301761463674,1,2026-06-12 01:12:26.137237,-2.8106802087363043
34,86.43258857120891,6,7.563635311460354,-0.6950460450999154,0.9023056487196169,25.647302053518928,-100.25520222309171,1,2026-06-12 01:12:26.137237,-0.004247301091973786
35,70.5077209588173,10,13.167272140613395,-1.9677164116732082,0.5175431717358019,25.609983616699026,-100.25949736543438,1,2026-06-12 01:12:26.137237,-0.00014989385618640144
36,62.480338220605105,5,34.89739731322744,-1.361183122297659,1.1241632965888777,25.658372737031858,-100.2076840365447,1,2026-06-12 01:12:26.137237,-0.028226827062484514
37,49.83239921053879,4,18.400962014617143,-2.0389400949764562,0.7577585340048886,25.614389099234916,-100.28402081234604,1,2026-06-12 01:12:26.137237,-0.07967404902359622
38,78.60010006269495,10,18.962765631612932,-1.008040663880101,1.0188697512847957,25.65162936785466,-100.24415542094843,1,2026-06-12 01:12:26.137237,-0.00012677182528370755
39,85.13672697919387,2,21.444183016394952,-1.8645121301615637,0.9439750467725058,25.685146635562898,-100.26810082939214,1,2026-06-12 01:12:26.137237,-0.6485439363684906
40,96.5804117885398,10,30.55190707426283,-1.7487186747271561,0.28084902353168895,25.630531293839393,-100.25746662979037,1,2026-06-12 01:12:26.137237,-0.00010513475574663602
41,26.222323076166134,5,28.170966742377697,-1.8286512294858714,0.7192224283733285,25.60590697521401,-100.27418412164805,1,2026-06-12 01:12:26.137237,-0.025293725711853253
42,64.06107571392394,2,36.36186349669367,-1.6704466369942153,1.1229310354048714,25.60696094718072,-100.24017829677297,1,2026-06-12 01:12:26.137237,-0.6949065335080749
43,37.50175606866807,4,44.8923871526755,-2.274335705649192,1.4951296600665727,25.601450291278127,-100.27703882242406,1,2026-06-12 01:12:26.137237,-0.18578181569920402
44,40.43086913945244,12,42.576190000082995,-1.0552458007813388,0.875257176294931,25.656109830631067,-100.22505259699034,1,2026-06-12 01:12:26.137237,-4.790808523762986e-05
45,44.81072001289239,13,37.89228353217775,-2.266687502506249,0.9894182551864977,25.61659169120253,-100.29579334061839,1,2026-06-12 01:12:26.137237,-0.00010290745340728591
46,81.36326081308161,13,43.37923908232029,-2.612585441268837,1.3570620701154306,25.63473870525998,-100.2657143773427,1,2026-06-12 01:12:26.137237,-0.00011861119553209569
47,56.11386719630177,10,18.20055700137646,-1.0777059950101893,1.1492088565896186,25.657650359622327,-100.28409600906511,1,2026-06-12 01:12:26.137237,-0.00015440115497042454
48,84.48232915634098,2,13.254310256488752,-0.7333132351529468,0.10187689065202428,25.640126046104083,-100.21996361042628,1,2026-06-12 01:12:26.137237,-0.10988669993046847
49,30.875100754965608,9,8.631640464829758,-2.206865729910456,0.3006022054151595,25.684706458705456,-100.24594499149244,1,2026-06-12 01:12:26.137237,-0.0003678539743252906
50,75.12016508969086,4,36.82453836751225,-1.240056423238149,0.5062350884418773,25.61119900418287,-100.21310398086605,1,2026-06-12 01:12:26.137237,-0.037680670668859516
51,34.919822766532754,9,47.958921008756526,-1.7731810550366573,0.4950262774461397,25.60192877736785,-100.21972837823509,1,2026-06-12 01:12:26.137237,-0.00035899626164494534
52,86.86838047989261,8,25.297405649878204,-0.4641625870389765,1.404687051655209,25.634192948054864,-100.22179492270617,1,2026-06-12 01:12:26.137237,-0.0006343984484291209
53,74.79941896057679,2,26.111125702924678,-2.774482871155761,1.1846685628307938,25.61624732553181,-100.24826122224033,1,2026-06-12 01:12:26.137237,-1.2276882629028574
54,92.28943458049623,10,22.521614177727802,-0.8777336119740542,0.9897736986092311,25.604979630253432,-100.2180672196953,1,2026-06-12 01:12:26.137237,-0.00010721885527954425
55,39.794442307622184,10,26.863989867924772,-2.6001900885741502,0.6718290852377042,25.642242765114382,-100.20399247232474,1,2026-06-12 01:12:26.137237,-0.00023111702790581896
56,25.423557836402733,5,37.80219704646835,-1.9310772979920274,1.1637688066339424,25.67971839111561,-100.2358200197766,1,2026-06-12 01:12:26.137237,-0.04166252810801258
57,40.156797926075775,10,15.231409784211976,-1.4708476756784494,1.3054879486106032,25.644801845264517,-100.26676039018716,1,2026-06-12 01:12:26.137237,-0.0002463707194724151
58,23.798340024579225,9,17.590210401282253,-0.6579791817402838,1.0958078698333396,25.630677584449344,-100.24846497338228,1,2026-06-12 01:12:26.137237,-0.00024292103725077454
59,39.64302804107108,1,22.13887163049859,-2.2671177721419173,0.6708638122571594,25.63695308335555,-100.25805011112422,1,2026-06-12 01:12:26.137237,-1.6312932955847135
60,23.23619688378999,2,15.213674771382475,-2.775751131990635,1.2400609401268035,25.678201175677,-100.22501010578883,1,2026-06-12 01:12:26.137237,-1.2982047245167783
61,82.54144399051224,6,12.759644587258634,-0.2517174348657476,1.137365421084839,25.64431026005292,-100.20650759098021,1,2026-06-12 01:12:26.137237,-0.0019457988047062965
62,79.66396315458779,9,47.00037907481515,-2.446434656395338,0.6282844891537009,25.628985278062167,-100.20176688008799,1,2026-06-12 01:12:26.137237,-0.0005659053111916961
63,37.75856060316546,1,37.806643935969305,-0.1667769099555323,0.6853165454085411,25.683083666377353,-100.24957827105801,1,2026-06-12 01:12:26.137237,-0.1217504668226648
64,67.91729043359987,9,23.98489526944012,-2.1058333709514394,1.0667166476242198,25.674726176925947,-100.25555762188775,1,2026-06-12 01:12:26.137237,-0.0007551666814870205
65,85.98546916595436,0,43.68014102670735,-1.250910136684112,0.8903774737407147,25.60276894724762,-100.25609815383709,1,2026-06-12 01:12:26.137237,-3.04727841545044
66,88.8790531661924,6,40.7782495528808,-2.6647205466119384,1.1160766874979275,25.644437738694474,-100.21115032799251,1,2026-06-12 01:12:26.137237,-0.020164651747728666
67,23.02777657803879,5,39.03428456581055,-1.7833728052150455,0.6396431025577818,25.64563360327592,-100.27355726828806,1,2026-06-12 01:12:26.137237,-0.022780497276453003
68,90.2660934840065,1,31.754938779735586,-1.086869878587599,0.2773428655690816,25.6162701071286,-100.21971197521721,1,2026-06-12 01:12:26.137237,-0.5276325105373479
69,72.40640330549006,14,23.333039251832364,-2.816011094457463,0.312230211668131,25.623236911844117,-100.23353129858059,1,2026-06-12 01:12:26.137237,-0.0001278467058987469
70,52.5644562846103,0,44.28000389838517,-1.0399417514930336,0.6986708826592452,25.69295503347524,-100.29488454763329,1,2026-06-12 01:12:26.137237,-2.0914039483198974
