timestamp,dispositivo_id,latitud,longitud,voltaje,corriente,potencia,potencia_calculada,soc,ttg_min,ah_consumidos,motor_voltaje,motor_corriente,motor_potencia,motor_rpm,motor_temp,tiempo_acumulado(s),delta_t_s,energia_wh,energia_acumulada_wh
2026-07-16T09:38:44.474907,Raspberry_Relieve11,25.689201089794963,-100.3165284927694,12.83,2.98,42.38,38.23,90.8,243,0.35,23.15,2.66,124.8,231,32,0,,,0.0
2026-07-16T09:38:45.976335,Raspberry_Relieve1,25.687636306129768,-100.31400125668797,12.61,2.73,49.87,34.43,91.1,162,0.48,24.18,9.06,108.5,264,38,0,,,0.0
2026-07-16T09:38:47.476989,Raspberry_Relieve2,25.68481189604468,-100.3196303411649,12.57,4.76,50.83,59.83,94.7,264,1.62,23.15,6.87,142.22,152,44,0,,,0.0
2026-07-16T09:38:48.976992,Raspberry_Relieve8,25.684252327342097,-100.31377574273147,12.42,3.68,39.81,45.71,94.8,243,1.5,24.56,4.6,186.58,277,42,0,,,0.0
2026-07-16T09:38:49.494370,Raspberry_Relieve11,25.68763673185178,-100.31500775616584,13.08,1.2,23.75,15.7,80.8,299,1.19,24.59,7.36,184.47,274,30,5,,,0.0
2026-07-16T09:38:50.477216,Raspberry_Relieve12,25.691024615225622,-100.31712352539296,12.91,2.49,20.55,32.15,83.2,132,0.38,24.59,3.09,82.28,390,39,0,,,0.0
2026-07-16T09:38:51.006908,Raspberry_Relieve1,25.6885585701355,-100.3124949314152,12.81,1.13,58.19,14.48,88.6,131,1.71,23.48,8.73,237.79,243,45,5,,,0.0
2026-07-16T09:38:51.977466,Raspberry_Relieve7,25.684186063932813,-100.32057924153466,12.62,1.51,44.87,19.06,96.3,249,0.92,24.06,3.93,63.84,272,35,0,,,0.0
2026-07-16T09:38:52.508337,Raspberry_Relieve2,25.685065716647312,-100.31462809857108,12.39,2.29,49.41,28.37,88.1,122,0.52,23.85,9.93,160.37,229,33,5,,,0.0
2026-07-16T09:38:53.477745,Raspberry_Relieve10,25.690930635865683,-100.31959060641097,13.27,1.35,33.59,17.91,99.3,248,0.38,23.7,3.68,140.45,276,37,0,,,0.0
2026-07-16T09:38:53.981956,Raspberry_Relieve8,25.689016050082376,-100.32089895911945,12.56,1.57,23.43,19.72,89.4,238,0.99,24.44,7.48,53.59,273,39,5,,,0.0
2026-07-16T09:38:54.501227,Raspberry_Relieve11,25.686803912628402,-100.31476204097798,13.13,2.62,56.6,34.4,80.1,148,1.71,24.71,5.81,137.62,286,35,10,5.01,0.034832,0.034832
2026-07-16T09:38:54.978061,Raspberry_Relieve3,25.68304269313679,-100.31847857474433,12.74,1.72,23.47,21.91,80.1,215,1.9,23.03,8.83,110.73,269,42,0,,,0.0
2026-07-16T09:38:55.484834,Raspberry_Relieve12,25.689044276751073,-100.31302856266386,12.62,2.91,56.61,36.72,82.5,130,0.36,24.1,7.21,183.9,367,33,5,,,0.0
2026-07-16T09:38:56.040481,Raspberry_Relieve1,25.687346778833927,-100.3120072327374,12.72,4.76,30.91,60.55,92.7,228,0.39,23.21,3.11,178.56,222,39,10,5.02,0.052308,0.052308
2026-07-16T09:38:56.478228,Raspberry_Relieve9,25.683358339786977,-100.31155148674353,12.96,3.1,38.82,40.18,93.4,282,1.04,24.85,2.29,88.05,151,31,0,,,0.0
2026-07-16T09:38:56.982386,Raspberry_Relieve7,25.682186458393186,-100.31339545668867,12.21,4.33,34.17,52.87,92.5,278,1.31,23.94,9.55,249.01,386,43,5,,,0.0
2026-07-16T09:38:57.513992,Raspberry_Relieve2,25.682518336993933,-100.31564231059313,13.0,1.76,33.52,22.88,94.6,179,1.73,23.2,8.91,85.47,339,38,10,5.01,0.035641,0.035641
2026-07-16T09:38:57.978465,Raspberry_Relieve5,25.68786885835836,-100.31941662085997,12.51,3.24,14.81,40.53,85.2,288,0.78,24.21,4.65,169.39,217,37,0,,,0.0
2026-07-16T09:38:58.484115,Raspberry_Relieve10,25.689632995761187,-100.31463442968848,12.12,5.0,46.45,60.6,80.4,204,0.39,23.09,5.93,50.69,209,30,5,,,0.0
2026-07-16T09:38:58.992093,Raspberry_Relieve8,25.684123924631166,-100.32096271618343,13.23,4.89,36.44,64.69,90.3,297,1.41,24.44,8.49,88.08,269,39,10,5.01,0.05872,0.05872
2026-07-16T09:38:59.478722,Raspberry_Relieve4,25.684088810683956,-100.31933260848714,12.37,2.96,40.64,36.62,94.3,140,1.87,23.54,6.24,177.95,187,31,0,,,0.0
2026-07-16T09:38:59.509632,Raspberry_Relieve11,25.68164352349629,-100.31872267675057,12.56,3.42,34.83,42.96,91.2,160,0.67,23.17,8.31,54.43,171,30,15,5.02,0.05389,0.088722
2026-07-16T09:38:59.986465,Raspberry_Relieve3,25.686754088959187,-100.31453668551023,13.0,2.33,59.06,30.29,86.4,295,1.47,23.94,2.73,99.61,322,42,5,,,0.0
2026-07-16T09:39:00.491476,Raspberry_Relieve12,25.6872454377303,-100.31426719327403,12.45,2.03,22.97,25.27,91.3,205,0.46,24.17,5.05,163.55,198,45,10,5.01,0.043119,0.043119
2026-07-16T09:39:00.978930,Raspberry_Relieve6,25.6877596157061,-100.31198248514457,12.65,3.83,36.19,48.45,93.0,178,1.13,24.88,9.57,84.29,177,39,0,,,0.0
2026-07-16T09:39:01.047280,Raspberry_Relieve1,25.684956799017797,-100.31899405815102,12.01,4.06,37.01,48.76,97.2,277,1.01,24.78,7.21,197.3,286,35,15,5.01,0.076033,0.128341
2026-07-16T09:39:01.485137,Raspberry_Relieve9,25.685591586722907,-100.31858763669909,12.04,4.51,30.73,54.3,97.7,142,0.12,23.05,5.65,118.95,328,41,5,,,0.0
2026-07-16T09:39:01.990508,Raspberry_Relieve7,25.686210561069046,-100.31706991968508,12.44,4.15,34.24,51.63,80.8,242,1.95,24.75,8.36,173.64,150,44,10,5.01,0.072708,0.072708
2026-07-16T09:39:02.522428,Raspberry_Relieve2,25.68659900065839,-100.31977584432168,13.29,2.02,21.08,26.85,97.6,220,0.42,24.48,6.78,210.42,339,40,15,5.01,0.034613,0.070254
2026-07-16T09:39:02.984299,Raspberry_Relieve5,25.685488069194548,-100.31988958929692,13.41,1.47,13.54,19.71,99.0,258,1.44,24.49,7.06,107.06,170,41,5,,,0.0
2026-07-16T09:39:03.493960,Raspberry_Relieve10,25.68207347543473,-100.31329932896557,13.47,4.5,22.08,60.62,97.7,169,1.93,24.73,2.27,170.1,171,35,10,5.01,0.084272,0.084272
